
EXP:	Wed Jul 13 23:02:06 2011
CO-EVOLUTION [1310590926]
WORLD_SIZE=	300x150
THE_MAPP=	
DOWRY_OF_OFFSPRING=	0.05
AUTOTROPHS_EFFECTIVENESS=	0.99
MAX_AGE=	50
FERTILITY=	0.2
RTG=	0.000125
LIKELIHOOD_OF_DISASTERS=	0(disabled)
PREDATORY EXPLOITATION=	YES
MAX_MOVE=	1
DONT_MOVE_BIT=	1024
FLEXIBLE_MOVING=	YES
MONTECARLO STEPS per BIG STEP=	10
DATA_VER	MCStep	num. of agents	num. of autotrophs	clones	autotrophic clones	species	autotrophic species	clones from the beginning	species from the begining	Mean(EnergyA)	SD(EnergyA)	Max(EnergyA)	Mean(AgeA)	SD(AgeA)	Max(AgeA)	Min(DefenceA)	Max(DefenceA)	Min(TrophyA)	Max(TrophyA)	WhichMain(spec. bits of autotrophs)	MainClass(spec. bits of autotrophs)	WhichMain(spec. bits of heterotrophs)	MainClass(spec. bits of heterotrophs)	N1(spec. bits of autotrophs)	N2(spec. bits of autotrophs)	N3(spec. bits of autotrophs)	N4(spec. bits of autotrophs)	N5(spec. bits of autotrophs)	N6(spec. bits of autotrophs)	N7(spec. bits of autotrophs)	N8(spec. bits of autotrophs)	N9(spec. bits of autotrophs)	N10(spec. bits of autotrophs)	N11(spec. bits of autotrophs)	N12(spec. bits of autotrophs)	N13(spec. bits of autotrophs)	N14(spec. bits of autotrophs)	N15(spec. bits of autotrophs)	N16(spec. bits of autotrophs)	N1(spec. bits of heterotrophs)	N2(spec. bits of heterotrophs)	N3(spec. bits of heterotrophs)	N4(spec. bits of heterotrophs)	N5(spec. bits of heterotrophs)	N6(spec. bits of heterotrophs)	N7(spec. bits of heterotrophs)	N8(spec. bits of heterotrophs)	N9(spec. bits of heterotrophs)	N10(spec. bits of heterotrophs)	N11(spec. bits of heterotrophs)	N12(spec. bits of heterotrophs)	N13(spec. bits of heterotrophs)	N14(spec. bits of heterotrophs)	N15(spec. bits of heterotrophs)	N16(spec. bits of heterotrophs)	CLOCK
3921	39220	33293	28529	68	19	11	5	113769	4302	1675.52	1493.95	43735	224.596	14.2778	255	0	255	0	255	9.5	28457	7.5	2907	0	0	0	0	0	0	0	0	28457	72	0	0	0	0	0	0	0	0	0	0	0	28	2907	1825	4	0	0	0	0	0	0	0	936937
3922	39230	33330	28311	69	21	11	5	113795	4302	1661.49	1469.56	52929	224.711	14.3209	255	0	255	0	255	9.5	28232	7.5	3086	0	0	0	0	0	0	0	0	28232	79	0	0	0	0	0	0	0	0	0	0	0	40	3086	1890	3	0	0	0	0	0	0	0	937171
3923	39240	33090	27998	67	20	11	5	113813	4298	1643.5	1454.1	55021	224.7	14.3769	255	0	255	0	255	9.5	27919	7.5	3152	0	0	0	0	0	0	0	0	27919	79	0	0	0	0	0	0	0	0	0	0	0	46	3152	1892	2	0	0	0	0	0	0	0	937406
3924	39250	32892	27747	66	20	11	5	113831	4296	1620.79	1394.59	36930	224.641	14.2949	255	0	255	0	255	9.5	27674	7.5	3209	0	0	0	0	0	0	0	0	27674	73	0	0	0	0	0	0	0	0	0	0	0	41	3209	1894	1	0	0	0	0	0	0	0	937625
3925	39260	32998	27844	67	21	10	5	113854	4289	1611.77	1371.43	26834	224.653	14.3057	255	0	255	0	255	9.5	27769	7.5	3204	0	0	0	0	0	0	0	0	27769	75	0	0	0	0	0	0	0	0	0	0	0	43	3204	1907	0	0	0	0	0	0	0	0	937859
3926	39270	32997	27875	69	21	10	5	113876	4292	1620.22	1375.23	21733	224.779	14.3272	255	0	255	0	255	9.5	27799	7.5	3187	0	0	0	0	0	0	0	0	27799	76	0	0	0	0	0	0	0	0	0	0	0	37	3187	1896	2	0	0	0	0	0	0	0	938093
3927	39280	33144	28159	65	22	10	5	113895	4293	1631.8	1404.52	24906	224.757	14.2831	255	0	255	0	255	9.5	28090	7.5	3083	0	0	0	0	0	0	0	0	28090	69	0	0	0	0	0	0	0	0	0	0	0	31	3083	1867	4	0	0	0	0	0	0	0	938328
3928	39290	33265	28455	67	23	10	5	113924	4310	1648.93	1426.41	25591	224.802	14.3297	255	0	255	0	255	9.5	28392	7.5	2913	0	0	0	0	0	0	0	0	28392	63	0	0	0	0	0	0	0	0	0	0	0	22	2913	1871	4	0	0	0	0	0	0	0	938562
3929	39300	33180	28533	62	20	10	5	113942	4307	1685.41	1456.72	28395	225.094	14.401	255	0	255	0	255	9.5	28476	7.5	2701	0	0	0	0	0	0	0	0	28476	57	0	0	0	0	0	0	0	0	0	0	0	21	2701	1922	3	0	0	0	0	0	0	0	938781
3930	39310	33390	28948	65	21	10	5	113967	4308	1694.82	1486.44	36612	224.985	14.4702	255	0	255	0	255	9.5	28892	7.5	2478	0	0	0	0	0	0	0	0	28892	56	0	0	0	0	0	0	0	0	0	0	0	18	2478	1943	3	0	0	0	0	0	0	0	939015
3931	39320	33309	29112	67	21	10	5	113985	4298	1709.05	1505.17	32512	224.868	14.454	255	0	255	0	255	9.5	29064	7.5	2192	0	0	0	0	0	0	0	0	29064	47	1	0	0	0	0	0	0	0	0	0	0	18	2192	1984	3	0	0	0	0	0	0	0	939234
3932	39330	33079	28902	63	21	10	5	114003	4292	1718.77	1534.31	28680	224.8	14.3514	255	0	255	0	255	9.5	28852	8.5	2102	0	0	0	0	0	0	0	0	28852	49	1	0	0	0	0	0	0	0	0	0	0	17	2057	2102	1	0	0	0	0	0	0	0	939468
3933	39340	32994	28845	68	23	11	5	114028	4296	1723.5	1579.54	28777	224.728	14.4028	255	0	255	0	255	9.5	28789	8.5	2152	0	0	0	0	0	0	0	0	28789	55	1	0	0	0	0	0	0	0	0	0	0	18	1979	2152	0	0	0	0	0	0	0	0	939703
3934	39350	32886	28717	67	23	11	5	114051	4294	1725.5	1615.84	30995	224.642	14.374	255	0	255	0	255	9.5	28651	8.5	2186	0	0	0	0	0	0	0	0	28651	64	2	0	0	0	0	0	0	0	0	0	0	21	1962	2186	0	0	0	0	0	0	0	0	939921
3935	39360	33024	28639	69	23	11	5	114077	4301	1703.72	1679.18	35261	224.424	14.3548	255	0	255	0	255	9.5	28573	8.5	2305	0	0	0	0	0	0	0	0	28573	66	0	0	0	0	0	0	0	0	0	0	0	23	2056	2305	1	0	0	0	0	0	0	0	940156
3936	39370	33021	28529	70	23	11	5	114105	4310	1709.62	1720.82	40184	224.528	14.2486	255	0	255	0	255	9.5	28461	8.5	2297	0	0	0	0	0	0	0	0	28461	68	0	0	0	0	0	0	0	0	0	0	0	28	2167	2297	0	0	0	0	0	0	0	0	940390
3937	39380	32816	28263	72	22	11	5	114126	4305	1722.35	1744.59	45417	224.646	14.2953	255	0	255	0	255	9.5	28206	7.5	2298	0	0	0	0	0	0	0	0	28206	57	0	0	0	0	0	0	0	0	0	0	0	33	2298	2222	0	0	0	0	0	0	0	0	940656
3938	39390	32604	28015	73	22	11	5	114155	4313	1703.43	1710.3	57249	224.568	14.3442	255	0	255	0	255	9.5	27965	7.5	2341	0	0	0	0	0	0	0	0	27965	50	0	0	0	0	0	0	0	0	0	0	0	42	2341	2204	2	0	0	0	0	0	0	0	940875
3939	39400	32337	27635	71	20	11	5	114175	4303	1689.35	1715.47	64730	224.451	14.3846	255	0	255	0	255	9.5	27594	7.5	2442	0	0	0	0	0	0	0	0	27594	41	0	0	0	0	0	0	0	0	0	0	0	42	2442	2215	3	0	0	0	0	0	0	0	941109
3940	39410	32160	27339	70	22	12	5	114208	4304	1672.56	1662.08	40917	224.308	14.2962	255	0	255	0	255	9.5	27297	7.5	2569	0	0	0	0	0	0	0	0	27297	42	0	0	0	0	0	0	0	0	0	0	0	40	2569	2211	1	0	0	0	0	0	0	0	941328
3941	39420	32091	27207	69	21	12	5	114234	4296	1658.23	1652.99	38671	224.273	14.2682	255	0	255	0	255	9.5	27171	7.5	2643	0	0	0	0	0	0	0	0	27171	36	0	0	0	0	0	0	0	0	0	0	0	35	2643	2205	1	0	0	0	0	0	0	0	941562
3942	39430	32191	27270	67	20	12	5	114255	4293	1638.94	1643.68	41660	224.207	14.2793	255	0	255	0	255	9.5	27234	7.5	2724	0	0	0	0	0	0	0	0	27234	36	0	0	0	0	0	0	0	0	0	0	0	35	2724	2160	2	0	0	0	0	0	0	0	941781
3943	39440	32436	27613	69	24	12	5	114283	4297	1644.96	1646.89	43379	224.354	14.3089	255	0	255	0	255	9.5	27572	7.5	2746	0	0	0	0	0	0	0	0	27572	41	0	0	0	0	0	0	0	0	0	0	0	28	2746	2048	1	0	0	0	0	0	0	0	942015
3944	39450	32708	27878	72	23	12	5	114308	4308	1641.75	1601.48	48895	224.488	14.1716	255	0	255	0	255	9.5	27833	7.5	2736	0	0	0	0	0	0	0	0	27833	45	0	0	0	0	0	0	0	0	0	0	0	28	2736	2063	3	0	0	0	0	0	0	0	942234
3945	39460	32921	28170	72	21	12	5	114330	4312	1664.57	1603.96	38976	224.789	14.2381	255	0	255	0	255	9.5	28133	7.5	2786	0	0	0	0	0	0	0	0	28133	37	0	0	0	0	0	0	0	0	0	0	0	24	2786	1938	3	0	0	0	0	0	0	0	942531
3946	39470	33088	28485	69	18	12	5	114350	4305	1685.2	1649.79	45603	224.979	14.3761	255	0	255	0	255	9.5	28448	7.5	2746	0	0	0	0	0	0	0	0	28448	37	0	0	0	0	0	0	0	0	0	0	0	14	2746	1840	3	0	0	0	0	0	0	0	942765
3947	39480	33164	28730	73	24	12	5	114378	4307	1684.57	1678.38	53013	224.922	14.4547	255	0	255	0	255	9.5	28691	7.5	2639	0	0	0	0	0	0	0	0	28691	39	0	0	0	0	0	0	0	0	0	0	0	7	2639	1784	4	0	0	0	0	0	0	0	942984
3948	39490	33347	29120	70	23	11	5	114394	4298	1687.85	1642.47	56723	224.819	14.3996	255	0	255	0	255	9.5	29083	7.5	2569	0	0	0	0	0	0	0	0	29083	37	0	0	0	0	0	0	0	0	0	0	0	6	2569	1649	3	0	0	0	0	0	0	0	943218
3949	39500	33441	29317	65	21	11	5	114414	4297	1702.14	1698.1	58516	224.716	14.3239	255	0	255	0	255	9.5	29283	7.5	2539	0	0	0	0	0	0	0	0	29283	34	0	0	0	0	0	0	0	0	0	0	0	5	2539	1576	4	0	0	0	0	0	0	0	943453
3950	39510	33741	29574	62	19	11	5	114433	4296	1713.2	1664.46	40637	224.719	14.3407	255	0	255	0	255	9.5	29543	7.5	2609	0	0	0	0	0	0	0	0	29543	31	0	0	0	0	0	0	0	0	0	0	0	3	2609	1548	7	0	0	0	0	0	0	0	943671
3951	39520	33506	29347	60	18	11	5	114455	4297	1740.01	1669.7	43293	224.791	14.2715	255	0	255	0	255	9.5	29308	7.5	2610	0	0	0	0	0	0	0	0	29308	39	0	0	0	0	0	0	0	0	0	0	0	3	2610	1539	7	0	0	0	0	0	0	0	943906
3952	39530	33738	29463	63	19	11	5	114481	4303	1748.16	1708.39	45078	224.77	14.3095	255	0	255	0	255	9.5	29419	7.5	2772	0	0	0	0	0	0	0	0	29419	44	0	0	0	0	0	0	0	0	0	0	0	4	2772	1498	1	0	0	0	0	0	0	0	944140
3953	39540	33679	29201	61	20	11	5	114503	4307	1757.91	1770.74	46953	224.807	14.395	255	0	255	0	255	9.5	29157	7.5	2971	0	0	0	0	0	0	0	0	29157	44	0	0	0	0	0	0	0	0	0	0	0	5	2971	1502	0	0	0	0	0	0	0	0	944375
3954	39550	33306	28615	61	19	11	5	114538	4315	1754.62	1757.61	46347	224.784	14.3555	255	0	255	0	255	9.5	28566	7.5	3178	0	0	0	0	0	0	0	0	28566	49	0	0	0	0	0	0	0	0	0	0	0	3	3178	1510	0	0	0	0	0	0	0	0	944609
3955	39560	33081	28092	62	19	11	5	114576	4320	1733.36	1756.65	54632	224.587	14.3356	255	0	255	0	255	9.5	28038	7.5	3440	0	0	0	0	0	0	0	0	28038	54	0	0	0	0	0	0	0	0	0	0	0	2	3440	1547	0	0	0	0	0	0	0	0	944828
3956	39570	33256	28058	62	22	11	5	114597	4313	1711.4	1699.7	39755	224.567	14.3169	255	0	255	0	255	9.5	28011	7.5	3615	0	0	0	0	0	0	0	0	28011	47	0	0	0	0	0	0	0	0	0	0	0	4	3615	1579	0	0	0	0	0	0	0	0	945062
3957	39580	33387	28033	59	19	11	5	114617	4305	1702.42	1668.54	45917	224.726	14.331	255	0	255	0	255	9.5	27993	7.5	3766	0	0	0	0	0	0	0	0	27993	40	0	0	0	0	0	0	0	0	0	0	0	4	3766	1584	0	0	0	0	0	0	0	0	945296
3958	39590	33333	27891	60	18	11	5	114643	4301	1693.43	1655.03	50018	224.775	14.3311	255	0	255	0	255	9.5	27857	7.5	3821	0	0	0	0	0	0	0	0	27857	34	0	0	0	0	0	0	0	0	0	0	0	5	3821	1616	0	0	0	0	0	0	0	0	945515
3959	39600	33225	27857	57	17	11	5	114663	4293	1701.24	1646.42	49113	224.997	14.3726	255	0	255	0	255	9.5	27824	7.5	3757	0	0	0	0	0	0	0	0	27824	33	0	0	0	0	0	0	0	0	0	0	0	4	3757	1607	0	0	0	0	0	0	0	0	945750
3960	39610	33161	27917	60	17	11	5	114684	4297	1697.81	1668.62	49821	224.954	14.4255	255	0	255	0	255	9.5	27885	7.5	3606	0	0	0	0	0	0	0	0	27885	32	0	0	0	0	0	0	0	0	0	0	0	5	3606	1632	1	0	0	0	0	0	0	0	945968
3961	39620	33258	28237	59	18	11	5	114709	4298	1706.63	1636.9	53634	225.012	14.3972	255	0	255	0	255	9.5	28201	7.5	3377	0	0	0	0	0	0	0	0	28201	36	0	0	0	0	0	0	0	0	0	0	0	3	3377	1641	0	0	0	0	0	0	0	0	946203
3962	39630	33271	28478	63	21	11	5	114737	4305	1723.33	1627.21	41091	225.075	14.4239	255	0	255	0	255	9.5	28440	7.5	3125	0	0	0	0	0	0	0	0	28440	38	0	0	0	0	0	0	0	0	0	0	0	4	3125	1664	0	0	0	0	0	0	0	0	946437
3963	39640	33178	28574	62	18	11	5	114767	4311	1748.98	1664.25	47380	225.214	14.5211	255	0	255	0	255	9.5	28532	7.5	2882	0	0	0	0	0	0	0	0	28532	42	0	0	0	0	0	0	0	0	0	0	0	7	2882	1715	0	0	0	0	0	0	0	0	946656
3964	39650	33018	28480	61	16	12	5	114789	4310	1748.56	1626.47	39198	225.102	14.5051	255	0	255	0	255	9.5	28438	7.5	2691	0	0	0	0	0	0	0	0	28438	42	0	0	0	0	0	0	0	0	0	0	0	9	2691	1836	2	0	0	0	0	0	0	0	946890
3965	39660	32979	28571	63	18	12	5	114807	4312	1753.92	1608.88	39815	225.079	14.4772	255	0	255	0	255	9.5	28532	7.5	2520	0	0	0	0	0	0	0	0	28532	39	0	0	0	0	0	0	0	0	0	0	0	8	2520	1878	2	0	0	0	0	0	0	0	947125
3966	39670	33122	28744	65	19	12	5	114826	4310	1748.47	1594.59	33165	225.003	14.4576	255	0	255	0	255	9.5	28696	7.5	2400	0	0	0	0	0	0	0	0	28696	48	0	0	0	0	0	0	0	0	0	0	0	9	2400	1968	1	0	0	0	0	0	0	0	947343
3967	39680	33172	28833	67	17	12	5	114847	4306	1735.11	1602.34	40686	224.839	14.4286	255	0	255	0	255	9.5	28793	7.5	2332	0	0	0	0	0	0	0	0	28793	40	0	0	0	0	0	0	0	0	0	0	0	11	2332	1992	4	0	0	0	0	0	0	0	947578
3968	39690	33240	28899	65	18	12	5	114867	4305	1735.78	1620.79	54158	224.804	14.4371	255	0	255	0	255	9.5	28857	7.5	2323	0	0	0	0	0	0	0	0	28857	42	0	0	0	0	0	0	0	0	0	0	0	10	2323	2001	7	0	0	0	0	0	0	0	947796
3969	39700	33155	28726	64	17	12	5	114890	4306	1735.21	1692.09	59337	224.728	14.3813	255	0	255	0	255	9.5	28677	7.5	2360	0	0	0	0	0	0	0	0	28677	49	0	0	0	0	0	0	0	0	0	0	0	13	2360	2050	6	0	0	0	0	0	0	0	948031
3970	39710	32958	28492	67	20	12	5	114922	4309	1742.23	1719.84	59834	224.7	14.3659	255	0	255	0	255	9.5	28432	7.5	2389	0	0	0	0	0	0	0	0	28432	60	0	0	0	0	0	0	0	0	0	0	0	19	2389	2053	5	0	0	0	0	0	0	0	948265
3971	39720	32820	28289	63	19	12	5	114940	4300	1724.48	1691.36	47352	224.579	14.3052	255	0	255	0	255	9.5	28242	7.5	2466	0	0	0	0	0	0	0	0	28242	47	0	0	0	0	0	0	0	0	0	0	0	23	2466	2038	4	0	0	0	0	0	0	0	948500
3972	39730	32719	28109	61	19	12	5	114957	4296	1715.6	1646.52	34195	224.53	14.2887	255	0	255	0	255	9.5	28058	7.5	2611	0	0	0	0	0	0	0	0	28058	51	0	0	0	0	0	0	0	0	0	0	0	11	2611	1984	4	0	0	0	0	0	0	0	948718
3973	39740	32574	27672	59	21	12	5	114984	4303	1716.12	1713.26	58636	224.578	14.3586	255	0	255	0	255	9.5	27624	7.5	2818	0	0	0	0	0	0	0	0	27624	48	0	0	0	0	0	0	0	0	0	0	0	8	2818	2072	4	0	0	0	0	0	0	0	948953
3974	39750	32356	27217	63	22	12	5	115008	4302	1686.56	1684.13	39870	224.475	14.3681	255	0	255	0	255	9.5	27164	7.5	2988	0	0	0	0	0	0	0	0	27164	53	0	0	0	0	0	0	0	0	0	0	0	9	2988	2142	0	0	0	0	0	0	0	0	949171
3975	39760	32474	27193	66	22	12	5	115035	4308	1667.42	1650.6	44257	224.397	14.3247	255	0	255	0	255	9.5	27139	7.5	3118	0	0	0	0	0	0	0	0	27139	54	0	0	0	0	0	0	0	0	0	0	0	12	3118	2150	1	0	0	0	0	0	0	0	949406
3976	39770	32412	27220	60	19	12	5	115051	4306	1657.15	1653.04	43036	224.445	14.2377	255	0	255	0	255	9.5	27166	7.5	3129	0	0	0	0	0	0	0	0	27166	54	0	0	0	0	0	0	0	0	0	0	0	8	3129	2054	1	0	0	0	0	0	0	0	949625
3977	39780	32711	27529	61	19	11	5	115084	4313	1659.49	1654.3	42027	224.558	14.3019	255	0	255	0	255	9.5	27466	7.5	3076	0	0	0	0	0	0	0	0	27466	63	0	0	0	0	0	0	0	0	0	0	0	10	3076	2095	1	0	0	0	0	0	0	0	949859
3978	39790	32819	27854	59	19	11	5	115105	4319	1681.92	1673.67	43018	224.68	14.3092	255	0	255	0	255	9.5	27789	7.5	2895	0	0	0	0	0	0	0	0	27789	65	0	0	0	0	0	0	0	0	0	0	0	8	2895	2060	2	0	0	0	0	0	0	0	950078
3979	39800	32797	27937	59	18	11	5	115128	4317	1698.18	1736.49	45238	224.664	14.3495	255	0	255	0	255	9.5	27866	7.5	2789	0	0	0	0	0	0	0	0	27866	71	0	0	0	0	0	0	0	0	0	0	0	6	2789	2065	0	0	0	0	0	0	0	0	950312
3980	39810	33018	28256	61	18	11	5	115144	4316	1709.4	1750.43	41997	224.566	14.363	255	0	255	0	255	9.5	28176	7.5	2710	0	0	0	0	0	0	0	0	28176	80	0	0	0	0	0	0	0	0	0	0	0	4	2710	2048	0	0	0	0	0	0	0	0	950546
3981	39820	33064	28358	61	18	11	5	115176	4325	1725.83	1798.84	44191	224.48	14.2948	255	0	255	0	255	9.5	28277	7.5	2678	0	0	0	0	0	0	0	0	28277	81	0	0	0	0	0	0	0	0	0	0	0	4	2678	2024	0	0	0	0	0	0	0	0	950765
3982	39830	33102	28417	64	19	11	5	115201	4324	1741.32	1802.27	44796	224.609	14.2912	255	0	255	0	255	9.5	28341	7.5	2688	0	0	0	0	0	0	0	0	28341	76	0	0	0	0	0	0	0	0	0	0	0	6	2688	1991	0	0	0	0	0	0	0	0	951000
3983	39840	33160	28362	60	16	11	5	115225	4325	1762	1866.13	48334	224.689	14.3067	255	0	255	0	255	9.5	28292	7.5	2854	0	0	0	0	0	0	0	0	28292	70	0	0	0	0	0	0	0	0	0	0	0	6	2854	1937	1	0	0	0	0	0	0	0	951234
3984	39850	33066	28228	64	19	10	5	115246	4329	1780.97	1894.74	50757	224.925	14.4354	255	0	255	0	255	9.5	28154	7.5	2900	0	0	0	0	0	0	0	0	28154	74	0	0	0	0	0	0	0	0	0	0	0	6	2900	1930	2	0	0	0	0	0	0	0	951453
3985	39860	32509	27593	64	18	10	5	115282	4340	1770.82	1882.8	56842	224.73	14.4519	255	0	255	0	255	9.5	27522	7.5	2970	0	0	0	0	0	0	0	0	27522	71	0	0	0	0	0	0	0	0	0	0	0	5	2970	1937	4	0	0	0	0	0	0	0	951687
3986	39870	32170	27238	65	19	10	5	115303	4338	1756.25	1928.03	67844	224.552	14.4333	255	0	255	0	255	9.5	27172	7.5	3029	0	0	0	0	0	0	0	0	27172	66	0	0	0	0	0	0	0	0	0	0	0	8	3029	1891	4	0	0	0	0	0	0	0	951921
3987	39880	32147	27152	71	22	10	5	115327	4335	1721.9	1952.37	49431	224.258	14.3329	255	0	255	0	255	9.5	27089	7.5	3083	0	0	0	0	0	0	0	0	27089	63	0	0	0	0	0	0	0	0	0	0	0	13	3083	1897	2	0	0	0	0	0	0	0	952140
3988	39890	32088	27010	67	20	10	5	115351	4325	1714.1	1966.79	59107	224.276	14.2991	255	0	255	0	255	9.5	26953	7.5	3199	0	0	0	0	0	0	0	0	26953	57	0	0	0	0	0	0	0	0	0	0	0	11	3199	1867	1	0	0	0	0	0	0	0	952390
3989	39900	32141	26825	67	18	10	5	115384	4322	1703.37	1923.26	55383	224.294	14.3087	255	0	255	0	255	9.5	26772	7.5	3303	0	0	0	0	0	0	0	0	26772	53	0	0	0	0	0	0	0	0	0	0	0	18	3303	1994	1	0	0	0	0	0	0	0	952640
3990	39910	31929	26496	62	16	10	5	115402	4318	1683.34	1878.85	59487	224.262	14.2259	255	0	255	0	255	9.5	26449	7.5	3358	0	0	0	0	0	0	0	0	26449	47	0	0	0	0	0	0	0	0	0	0	0	20	3358	2054	1	0	0	0	0	0	0	0	952859
3991	39920	31920	26502	64	20	10	5	115427	4315	1678.36	1821.79	49267	224.478	14.3019	255	0	255	0	255	9.5	26451	7.5	3350	0	0	0	0	0	0	0	0	26451	50	1	0	0	0	0	0	0	0	0	0	0	16	3350	2052	0	0	0	0	0	0	0	0	953093
3992	39930	32068	26669	64	19	10	5	115459	4322	1653.15	1808.35	60799	224.309	14.263	255	0	255	0	255	9.5	26623	7.5	3321	0	0	0	0	0	0	0	0	26623	44	2	0	0	0	0	0	0	0	0	0	0	15	3321	2061	2	0	0	0	0	0	0	0	953312
3993	39940	32270	26972	60	18	10	5	115480	4314	1667.89	1763.88	58921	224.591	14.2642	255	0	255	0	255	9.5	26927	7.5	3267	0	0	0	0	0	0	0	0	26927	44	1	0	0	0	0	0	0	0	0	0	0	15	3267	2015	1	0	0	0	0	0	0	0	953531
3994	39950	32337	27077	61	18	10	5	115507	4318	1686.47	1776.85	58013	224.793	14.3654	255	0	255	0	255	9.5	27024	7.5	3168	0	0	0	0	0	0	0	0	27024	53	0	0	0	0	0	0	0	0	0	0	0	13	3168	2078	1	0	0	0	0	0	0	0	953765
3995	39960	32287	27138	62	18	10	5	115529	4317	1692.14	1813.65	59469	224.724	14.4034	255	0	255	0	255	9.5	27083	7.5	3039	0	0	0	0	0	0	0	0	27083	55	0	0	0	0	0	0	0	0	0	0	0	9	3039	2100	1	0	0	0	0	0	0	0	953984
3996	39970	32180	27156	67	20	11	5	115558	4326	1686.62	1744.4	41831	224.58	14.4185	255	0	255	0	255	9.5	27097	7.5	2879	0	0	0	0	0	0	0	0	27097	59	0	0	0	0	0	0	0	0	0	0	0	7	2879	2137	1	0	0	0	0	0	0	0	954218
3997	39980	31890	26915	66	23	12	5	115579	4321	1691.66	1767.67	45805	224.548	14.4009	255	0	255	0	255	9.5	26855	7.5	2752	0	0	0	0	0	0	0	0	26855	60	0	0	0	0	0	0	0	0	0	0	0	14	2752	2207	2	0	0	0	0	0	0	0	954453
3998	39990	31758	26883	68	23	13	5	115604	4324	1671.42	1772.38	47172	224.279	14.3355	255	0	255	0	255	9.5	26832	7.5	2602	0	0	0	0	0	0	0	0	26832	51	0	0	0	0	0	0	0	0	0	0	0	17	2602	2256	0	0	0	0	0	0	0	0	954671
3999	40000	31743	26892	65	18	13	5	115622	4313	1654.27	1797.7	56727	224.03	14.2601	255	0	255	0	255	9.5	26841	8.5	2464	0	0	0	0	0	0	0	0	26841	51	0	0	0	0	0	0	0	0	0	0	0	12	2374	2464	1	0	0	0	0	0	0	0	954890
4000	40010	31722	26882	69	19	13	5	115654	4325	1648.22	1813.94	50181	223.898	14.1469	255	0	255	0	255	9.5	26828	8.5	2600	0	0	0	0	0	0	0	0	26828	54	0	0	0	0	0	0	0	0	0	0	0	10	2226	2600	4	0	0	0	0	0	0	0	955125
4001	40020	31861	26941	66	21	13	5	115675	4313	1642.92	1802.24	58424	223.883	14.2072	255	0	255	0	255	9.5	26888	8.5	2743	0	0	0	0	0	0	0	0	26888	53	0	0	0	0	0	0	0	0	0	0	0	7	2169	2743	1	0	0	0	0	0	0	0	955343
4002	40030	31713	26655	65	22	13	5	115698	4314	1635.47	1744.92	59882	223.884	14.1547	255	0	255	0	255	9.5	26610	8.5	2954	0	0	0	0	0	0	0	0	26610	45	0	0	0	0	0	0	0	0	0	0	0	7	2097	2954	0	0	0	0	0	0	0	0	955578
4003	40040	31551	26482	60	17	13	5	115721	4311	1626.73	1781.03	52837	223.792	14.1312	255	0	255	0	255	9.5	26446	8.5	3035	0	0	0	0	0	0	0	0	26446	36	0	0	0	0	0	0	0	0	0	0	0	6	2028	3035	0	0	0	0	0	0	0	0	955796
4004	40050	31676	26601	63	16	13	5	115752	4317	1617.95	1777.5	60127	223.838	14.1777	255	0	255	0	255	9.5	26572	8.5	3106	0	0	0	0	0	0	0	0	26572	29	0	0	0	0	0	0	0	0	0	0	0	6	1962	3106	1	0	0	0	0	0	0	0	956015
4005	40060	31728	26699	69	19	13	5	115787	4333	1608.94	1740.47	48941	223.8	14.0804	255	0	255	0	255	9.5	26652	8.5	3125	0	0	0	0	0	0	0	0	26652	47	0	0	0	0	0	0	0	0	0	0	0	7	1896	3125	1	0	0	0	0	0	0	0	956250
4006	40070	31818	26850	64	21	13	5	115811	4331	1620.94	1751.47	55510	223.872	14.0517	255	0	255	0	255	9.5	26806	8.5	3053	0	0	0	0	0	0	0	0	26806	44	0	0	0	0	0	0	0	0	0	0	0	6	1908	3053	1	0	0	0	0	0	0	0	956468
4007	40080	31955	27210	65	22	13	5	115835	4328	1632.3	1659.12	50746	224.07	14.1276	255	0	255	0	255	9.5	27157	8.5	2936	0	0	0	0	0	0	0	0	27157	53	0	0	0	0	0	0	0	0	0	0	0	10	1798	2936	1	0	0	0	0	0	0	0	956703
4008	40090	32004	27363	66	24	13	5	115857	4317	1642.7	1633.66	40576	224.193	14.2602	255	0	255	0	255	9.5	27305	8.5	2835	0	0	0	0	0	0	0	0	27305	58	0	0	0	0	0	0	0	0	0	0	0	9	1797	2835	0	0	0	0	0	0	0	0	956921
4009	40100	31998	27484	69	23	13	5	115884	4316	1657.35	1649.13	45414	224.251	14.2896	255	0	255	0	255	9.5	27436	8.5	2711	0	0	0	0	0	0	0	0	27436	48	0	0	0	0	0	0	0	0	0	0	0	9	1791	2711	3	0	0	0	0	0	0	0	957156
4010	40110	32064	27660	68	24	13	5	115911	4323	1657.15	1664.81	46304	224.262	14.256	255	0	255	0	255	9.5	27597	8.5	2537	0	0	0	0	0	0	0	0	27597	63	0	0	0	0	0	0	0	0	0	0	0	9	1858	2537	0	0	0	0	0	0	0	0	957375
4011	40120	32550	28208	67	24	13	5	115936	4324	1649.45	1628.44	41717	224.163	14.2515	255	0	255	0	255	9.5	28155	8.5	2419	0	0	0	0	0	0	0	0	28155	53	0	0	0	0	0	0	0	0	0	0	0	14	1909	2419	0	0	0	0	0	0	0	0	957609
