
EXP:	Wed Jul 13 23:02:06 2011
CO-EVOLUTION [1310590926]
WORLD_SIZE=	300x150
THE_MAPP=	
DOWRY_OF_OFFSPRING=	0.05
AUTOTROPHS_EFFECTIVENESS=	0.99
MAX_AGE=	50
FERTILITY=	0.2
RTG=	0.000125
LIKELIHOOD_OF_DISASTERS=	0(disabled)
PREDATORY EXPLOITATION=	YES
MAX_MOVE=	1
DONT_MOVE_BIT=	1024
FLEXIBLE_MOVING=	YES
MONTECARLO STEPS per BIG STEP=	10
DATA_VER	MCStep	num. of agents	num. of autotrophs	clones	autotrophic clones	species	autotrophic species	clones from the beginning	species from the begining	Mean(EnergyA)	SD(EnergyA)	Max(EnergyA)	Mean(AgeA)	SD(AgeA)	Max(AgeA)	Min(DefenceA)	Max(DefenceA)	Min(TrophyA)	Max(TrophyA)	WhichMain(spec. bits of autotrophs)	MainClass(spec. bits of autotrophs)	WhichMain(spec. bits of heterotrophs)	MainClass(spec. bits of heterotrophs)	N1(spec. bits of autotrophs)	N2(spec. bits of autotrophs)	N3(spec. bits of autotrophs)	N4(spec. bits of autotrophs)	N5(spec. bits of autotrophs)	N6(spec. bits of autotrophs)	N7(spec. bits of autotrophs)	N8(spec. bits of autotrophs)	N9(spec. bits of autotrophs)	N10(spec. bits of autotrophs)	N11(spec. bits of autotrophs)	N12(spec. bits of autotrophs)	N13(spec. bits of autotrophs)	N14(spec. bits of autotrophs)	N15(spec. bits of autotrophs)	N16(spec. bits of autotrophs)	N1(spec. bits of heterotrophs)	N2(spec. bits of heterotrophs)	N3(spec. bits of heterotrophs)	N4(spec. bits of heterotrophs)	N5(spec. bits of heterotrophs)	N6(spec. bits of heterotrophs)	N7(spec. bits of heterotrophs)	N8(spec. bits of heterotrophs)	N9(spec. bits of heterotrophs)	N10(spec. bits of heterotrophs)	N11(spec. bits of heterotrophs)	N12(spec. bits of heterotrophs)	N13(spec. bits of heterotrophs)	N14(spec. bits of heterotrophs)	N15(spec. bits of heterotrophs)	N16(spec. bits of heterotrophs)	CLOCK
4012	40130	32747	28474	76	26	13	5	115976	4343	1660.6	1606.26	46514	224.321	14.2301	255	0	255	0	255	9.5	28411	8.5	2323	0	0	0	0	0	0	0	0	28411	63	0	0	0	0	0	0	0	0	0	0	0	13	1936	2323	1	0	0	0	0	0	0	0	957828
4013	40140	33025	28808	72	25	13	5	115996	4337	1658.83	1575.43	49808	224.262	14.2108	255	0	255	0	255	9.5	28747	8.5	2297	0	0	0	0	0	0	0	0	28747	61	0	0	0	0	0	0	0	0	0	0	0	16	1903	2297	1	0	0	0	0	0	0	0	958062
4014	40150	33352	29303	74	25	12	5	116019	4341	1681.57	1527.08	53029	224.563	14.2989	255	0	255	0	255	9.5	29240	8.5	2184	0	0	0	0	0	0	0	0	29240	63	0	0	0	0	0	0	0	0	0	0	0	20	1843	2184	2	0	0	0	0	0	0	0	958281
4015	40160	33368	29459	72	23	12	5	116045	4345	1704.75	1508.59	41041	224.757	14.3395	255	0	255	0	255	9.5	29405	8.5	2093	0	0	0	0	0	0	0	0	29405	54	0	0	0	0	0	0	0	0	0	0	0	20	1796	2093	0	0	0	0	0	0	0	0	958515
4016	40170	33585	29767	73	25	12	5	116069	4346	1713.58	1501.64	47029	224.837	14.3809	255	0	255	0	255	9.5	29710	8.5	2018	0	0	0	0	0	0	0	0	29710	57	0	0	0	0	0	0	0	0	0	0	0	25	1774	2018	1	0	0	0	0	0	0	0	958750
4017	40180	33879	30261	65	21	12	5	116089	4347	1721.15	1511.59	38711	224.77	14.4237	255	0	255	0	255	9.5	30202	8.5	1925	0	0	0	0	0	0	0	0	30202	59	0	0	0	0	0	0	0	0	0	0	0	29	1664	1925	0	0	0	0	0	0	0	0	958984
4018	40190	33891	30368	71	21	12	5	116125	4361	1730.33	1541.14	42070	224.732	14.3981	255	0	255	0	255	9.5	30301	8.5	1859	0	0	0	0	0	0	0	0	30301	67	0	0	0	0	0	0	0	0	0	0	0	34	1630	1859	0	0	0	0	0	0	0	0	959218
4019	40200	34007	30472	69	22	12	5	116144	4358	1730.29	1531.68	35433	224.686	14.3341	255	0	255	0	255	9.5	30393	8.5	1808	0	0	0	0	0	0	0	0	30393	79	0	0	0	0	0	0	0	0	0	0	0	33	1694	1808	0	0	0	0	0	0	0	0	959453
4020	40210	34017	30479	68	20	12	5	116170	4358	1749.21	1518.67	30354	224.834	14.3455	255	0	255	0	255	9.5	30408	8.5	1755	0	0	0	0	0	0	0	0	30408	71	0	0	0	0	0	0	0	0	0	0	0	34	1749	1755	0	0	0	0	0	0	0	0	959671
4021	40220	33930	30302	72	21	12	5	116202	4369	1749.45	1547.91	32834	224.789	14.4042	255	0	255	0	255	9.5	30223	7.5	1829	0	0	0	0	0	0	0	0	30223	79	0	0	0	0	0	0	0	0	0	0	0	38	1829	1761	0	0	0	0	0	0	0	0	959906
4022	40230	33526	29785	73	23	12	5	116228	4361	1756.27	1612.58	34605	224.789	14.4282	255	0	255	0	255	9.5	29696	7.5	1932	0	0	0	0	0	0	0	0	29696	89	0	0	0	0	0	0	0	0	0	0	0	44	1932	1765	0	0	0	0	0	0	0	0	960140
4023	40240	33289	29466	70	20	12	5	116257	4354	1733.97	1640.3	40070	224.505	14.3362	255	0	255	0	255	9.5	29381	7.5	2010	0	0	0	0	0	0	0	0	29381	85	0	0	0	0	0	0	0	0	0	0	0	40	2010	1773	0	0	0	0	0	0	0	0	960375
4024	40250	32977	29007	76	23	12	5	116286	4367	1724.84	1667.2	45860	224.447	14.3283	255	0	255	0	255	9.5	28926	7.5	2048	0	0	0	0	0	0	0	0	28926	81	0	0	0	0	0	0	0	0	0	0	0	49	2048	1873	0	0	0	0	0	0	0	0	960593
4025	40260	32587	28355	76	23	12	5	116306	4354	1702.09	1622.16	40846	224.324	14.2903	255	0	255	0	255	9.5	28289	7.5	2214	0	0	0	0	0	0	0	0	28289	66	0	0	0	0	0	0	0	0	0	0	0	46	2214	1972	0	0	0	0	0	0	0	0	960828
4026	40270	32427	28084	75	24	12	5	116340	4368	1674.96	1579.1	33131	224.191	14.259	255	0	255	0	255	9.5	28016	7.5	2250	0	0	0	0	0	0	0	0	28016	68	0	0	0	0	0	0	0	0	0	0	0	37	2250	2056	0	0	0	0	0	0	0	0	961046
4027	40280	32384	27871	78	25	12	5	116373	4369	1657.09	1587.31	34689	224.106	14.1954	255	0	255	0	255	9.5	27801	7.5	2288	0	0	0	0	0	0	0	0	27801	70	0	0	0	0	0	0	0	0	0	0	0	39	2288	2185	1	0	0	0	0	0	0	0	961281
4028	40290	32197	27533	74	25	12	5	116405	4366	1638.74	1524.17	28178	224.139	14.2404	255	0	255	0	255	9.5	27460	7.5	2389	0	0	0	0	0	0	0	0	27460	73	0	0	0	0	0	0	0	0	0	0	0	42	2389	2232	1	0	0	0	0	0	0	0	961500
4029	40300	32160	27524	69	24	12	5	116434	4363	1628.53	1528.6	28884	224.172	14.2658	255	0	255	0	255	9.5	27445	7.5	2361	0	0	0	0	0	0	0	0	27445	79	0	0	0	0	0	0	0	0	0	0	0	38	2361	2237	0	0	0	0	0	0	0	0	961734
4030	40310	32230	27638	73	25	12	5	116470	4360	1628.23	1489.12	32404	224.32	14.2459	255	0	255	0	255	9.5	27551	7.5	2440	0	0	0	0	0	0	0	0	27551	87	0	0	0	0	0	0	0	0	0	0	0	46	2440	2106	0	0	0	0	0	0	0	0	961953
4031	40320	32921	28353	75	27	12	5	116497	4364	1628.26	1481.5	33032	224.358	14.3058	255	0	255	0	255	9.5	28268	7.5	2435	0	0	0	0	0	0	0	0	28268	85	0	0	0	0	0	0	0	0	0	0	0	53	2435	2080	0	0	0	0	0	0	0	0	962187
4032	40330	33323	28899	71	23	12	5	116518	4362	1644.89	1475.54	26972	224.519	14.2669	255	0	255	0	255	9.5	28815	7.5	2424	0	0	0	0	0	0	0	0	28815	84	0	0	0	0	0	0	0	0	0	0	0	57	2424	1942	1	0	0	0	0	0	0	0	962453
4033	40340	33723	29411	68	21	12	5	116546	4363	1678.23	1467.75	39303	224.8	14.2464	255	0	255	0	255	9.5	29329	7.5	2398	0	0	0	0	0	0	0	0	29329	82	0	0	0	0	0	0	0	0	0	0	0	61	2398	1853	0	0	0	0	0	0	0	0	962718
4034	40350	34193	30057	69	23	12	5	116570	4366	1711.15	1512.97	43203	225.017	14.2811	255	0	255	0	255	9.5	29962	7.5	2357	0	0	0	0	0	0	0	0	29962	95	0	0	0	0	0	0	0	0	0	0	0	50	2357	1729	0	0	0	0	0	0	0	0	963140
4035	40360	34538	30499	70	25	12	5	116603	4372	1744.32	1495.29	36701	225.244	14.3313	255	0	255	0	255	9.5	30390	7.5	2276	0	0	0	0	0	0	0	0	30390	109	0	0	0	0	0	0	0	0	0	0	0	35	2276	1728	0	0	0	0	0	0	0	0	963718
4036	40370	34690	30826	69	24	12	5	116631	4377	1768.5	1517.69	36696	225.345	14.3839	255	0	255	0	255	9.5	30730	7.5	2157	0	0	0	0	0	0	0	0	30730	96	0	0	0	0	0	0	0	0	0	0	0	31	2157	1676	0	0	0	0	0	0	0	0	964250
4037	40380	34877	31059	70	23	12	5	116657	4377	1791.27	1525.35	32033	225.514	14.4467	255	0	255	0	255	9.5	30960	7.5	2177	0	0	0	0	0	0	0	0	30960	99	0	0	0	0	0	0	0	0	0	0	0	27	2177	1614	0	0	0	0	0	0	0	0	964796
4038	40390	34889	31190	65	22	12	5	116678	4367	1800.33	1548.29	41762	225.559	14.4695	255	0	255	0	255	9.5	31095	7.5	2135	0	0	0	0	0	0	0	0	31095	95	0	0	0	0	0	0	0	0	0	0	0	24	2135	1540	0	0	0	0	0	0	0	0	965171
4039	40400	34795	31188	66	22	12	5	116712	4378	1803	1571.59	44848	225.556	14.4857	255	0	255	0	255	9.5	31106	7.5	2030	0	0	0	0	0	0	0	0	31106	82	0	0	0	0	0	0	0	0	0	0	0	23	2030	1554	0	0	0	0	0	0	0	0	965437
4040	40410	34816	31263	62	19	12	5	116731	4372	1803.05	1550.47	39466	225.528	14.4759	255	0	255	0	255	9.5	31183	7.5	1999	0	0	0	0	0	0	0	0	31183	80	0	0	0	0	0	0	0	0	0	0	0	24	1999	1530	0	0	0	0	0	0	0	0	965750
4041	40420	34940	31454	65	20	12	5	116749	4368	1811.15	1596.46	42418	225.532	14.4962	255	0	255	0	255	9.5	31385	7.5	1938	0	0	0	0	0	0	0	0	31385	69	0	0	0	0	0	0	0	0	0	0	0	32	1938	1516	0	0	0	0	0	0	0	0	966046
4042	40430	34852	31422	65	21	12	5	116782	4366	1815.52	1637.97	59023	225.473	14.4529	255	0	255	0	255	9.5	31343	7.5	1884	0	0	0	0	0	0	0	0	31343	79	0	0	0	0	0	0	0	0	0	0	0	28	1884	1518	0	0	0	0	0	0	0	0	966546
4043	40440	34488	31036	66	23	12	5	116799	4367	1827.95	1643.06	62190	225.554	14.4462	255	0	255	0	255	9.5	30950	7.5	1876	0	0	0	0	0	0	0	0	30950	86	0	0	0	0	0	0	0	0	0	0	0	32	1876	1544	0	0	0	0	0	0	0	0	966796
4044	40450	34348	30843	66	24	12	5	116834	4370	1831.32	1692.88	48910	225.443	14.5277	255	0	255	0	255	9.5	30749	7.5	1903	0	0	0	0	0	0	0	0	30749	94	0	0	0	0	0	0	0	0	0	0	0	32	1903	1570	0	0	0	0	0	0	0	0	967046
4045	40460	34219	30646	66	21	12	5	116867	4373	1805.99	1690.57	48300	225.18	14.4985	255	0	255	0	255	9.5	30539	7.5	1961	0	0	0	0	0	0	0	0	30539	107	0	0	0	0	0	0	0	0	0	0	0	31	1961	1580	1	0	0	0	0	0	0	0	967343
4046	40470	34170	30403	66	21	12	5	116893	4371	1790.98	1650.76	40751	225.043	14.434	255	0	255	0	255	9.5	30303	7.5	2075	0	0	0	0	0	0	0	0	30303	100	0	0	0	0	0	0	0	0	0	0	0	31	2075	1661	0	0	0	0	0	0	0	0	967593
4047	40480	33937	30065	70	22	12	5	116919	4377	1786.39	1653.53	40798	225.089	14.3763	255	0	255	0	255	9.5	29954	7.5	2154	0	0	0	0	0	0	0	0	29954	111	0	0	0	0	0	0	0	0	0	0	0	27	2154	1688	3	0	0	0	0	0	0	0	967828
4048	40490	33868	29890	66	20	12	5	116938	4380	1775.76	1633.54	43652	225.111	14.3244	255	0	255	0	255	9.5	29785	7.5	2211	0	0	0	0	0	0	0	0	29785	105	0	0	0	0	0	0	0	0	0	0	0	26	2211	1739	2	0	0	0	0	0	0	0	968062
4049	40500	33695	29624	70	22	12	5	116969	4384	1773.94	1649.58	45988	225.241	14.3715	255	0	255	0	255	9.5	29526	7.5	2343	0	0	0	0	0	0	0	0	29526	98	0	0	0	0	0	0	0	0	0	0	0	25	2343	1699	4	0	0	0	0	0	0	0	968296
4050	40510	33611	29412	70	22	12	5	116997	4381	1763.33	1657.33	46765	225.249	14.5192	255	0	255	0	255	9.5	29319	7.5	2450	0	0	0	0	0	0	0	0	29319	93	0	0	0	0	0	0	0	0	0	0	0	21	2450	1722	6	0	0	0	0	0	0	0	968531
4051	40520	33204	29065	67	22	12	5	117017	4375	1727.96	1611.34	47496	224.967	14.4224	255	0	255	0	255	9.5	28978	7.5	2447	0	0	0	0	0	0	0	0	28978	87	0	0	0	0	0	0	0	0	0	0	0	16	2447	1669	7	0	0	0	0	0	0	0	968765
4052	40530	33123	28994	63	19	12	5	117043	4370	1723.63	1603.51	39283	224.979	14.4287	255	0	255	0	255	9.5	28912	7.5	2483	0	0	0	0	0	0	0	0	28912	82	0	0	0	0	0	0	0	0	0	0	0	18	2483	1622	6	0	0	0	0	0	0	0	969000
4053	40540	33277	29139	66	19	12	5	117067	4374	1708.79	1593.88	43813	224.866	14.3715	255	0	255	0	255	9.5	29064	7.5	2506	0	0	0	0	0	0	0	0	29064	75	0	0	0	0	0	0	0	0	0	0	0	18	2506	1608	6	0	0	0	0	0	0	0	969234
4054	40550	33205	29035	67	20	12	5	117083	4369	1707.62	1599.38	45894	224.88	14.3689	255	0	255	0	255	9.5	28969	7.5	2610	0	0	0	0	0	0	0	0	28969	66	0	0	0	0	0	0	0	0	0	0	0	20	2610	1533	7	0	0	0	0	0	0	0	969453
4055	40560	33282	29014	68	20	12	5	117107	4366	1694.19	1602.58	48700	224.799	14.3207	255	0	255	0	255	9.5	28948	7.5	2762	0	0	0	0	0	0	0	0	28948	66	0	0	0	0	0	0	0	0	0	0	0	16	2762	1483	7	0	0	0	0	0	0	0	969687
4056	40570	33116	28717	71	21	12	5	117132	4379	1707.18	1565.26	46062	225.007	14.3523	255	0	255	0	255	9.5	28652	7.5	2864	0	0	0	0	0	0	0	0	28652	65	0	0	0	0	0	0	0	0	0	0	0	18	2864	1511	6	0	0	0	0	0	0	0	969921
4057	40580	32921	28439	69	21	12	5	117153	4378	1692.2	1502.02	38305	224.898	14.3788	255	0	255	0	255	9.5	28388	7.5	2980	0	0	0	0	0	0	0	0	28388	51	0	0	0	0	0	0	0	0	0	0	0	18	2980	1476	8	0	0	0	0	0	0	0	970140
4058	40590	33143	28531	71	22	12	5	117176	4376	1671.3	1496.29	36188	224.83	14.4202	255	0	255	0	255	9.5	28471	7.5	3148	0	0	0	0	0	0	0	0	28471	59	1	0	0	0	0	0	0	0	0	0	0	16	3148	1441	7	0	0	0	0	0	0	0	970375
4059	40600	32874	28203	70	21	12	5	117201	4377	1658.22	1455.48	29511	224.823	14.3029	255	0	255	0	255	9.5	28141	7.5	3229	0	0	0	0	0	0	0	0	28141	61	1	0	0	0	0	0	0	0	0	0	0	20	3229	1417	5	0	0	0	0	0	0	0	970593
4060	40610	32868	28143	71	22	11	5	117219	4382	1666.41	1467.08	39632	224.984	14.3609	255	0	255	0	255	9.5	28090	7.5	3271	0	0	0	0	0	0	0	0	28090	52	1	0	0	0	0	0	0	0	0	0	0	21	3271	1431	2	0	0	0	0	0	0	0	970828
4061	40620	32699	28054	74	24	12	5	117252	4388	1676.75	1472.63	40723	225.12	14.4347	255	0	255	0	255	9.5	27985	7.5	3215	0	0	0	0	0	0	0	0	27985	63	6	0	0	0	0	0	0	0	0	0	0	23	3215	1404	3	0	0	0	0	0	0	0	971046
4062	40630	32605	28012	74	22	11	5	117289	4400	1650.38	1444.31	44639	224.789	14.432	255	0	255	0	255	9.5	27945	7.5	3117	0	0	0	0	0	0	0	0	27945	60	7	0	0	0	0	0	0	0	0	0	0	27	3117	1447	2	0	0	0	0	0	0	0	971281
4063	40640	32569	28058	72	22	11	5	117325	4401	1630.7	1411.04	29001	224.619	14.3935	255	0	255	0	255	9.5	27987	7.5	3001	0	0	0	0	0	0	0	0	27987	65	6	0	0	0	0	0	0	0	0	0	0	32	3001	1477	1	0	0	0	0	0	0	0	971515
4064	40650	32949	28450	76	23	11	5	117351	4408	1619.31	1398.75	32585	224.531	14.2412	255	0	255	0	255	9.5	28363	7.5	2913	0	0	0	0	0	0	0	0	28363	84	3	0	0	0	0	0	0	0	0	0	0	36	2913	1548	2	0	0	0	0	0	0	0	971750
4065	40660	33148	28525	77	23	11	5	117386	4414	1630.9	1366.52	22897	224.719	14.2247	255	0	255	0	255	9.5	28441	7.5	2981	0	0	0	0	0	0	0	0	28441	81	3	0	0	0	0	0	0	0	0	0	0	37	2981	1603	2	0	0	0	0	0	0	0	971968
4066	40670	33052	28509	78	25	11	5	117410	4403	1658.12	1381.67	26684	224.984	14.2567	255	0	255	0	255	9.5	28420	7.5	2873	0	0	0	0	0	0	0	0	28420	84	5	0	0	0	0	0	0	0	0	0	0	43	2873	1626	1	0	0	0	0	0	0	0	972203
4067	40680	33129	28595	76	24	11	5	117439	4405	1679.48	1430.33	47502	225.222	14.434	255	0	255	0	255	9.5	28509	7.5	2877	0	0	0	0	0	0	0	0	28509	85	1	0	0	0	0	0	0	0	0	0	0	49	2877	1606	2	0	0	0	0	0	0	0	972437
4068	40690	33136	28651	77	23	12	6	117458	4398	1680.8	1447.29	67289	225.248	14.4891	255	0	255	0	255	9.5	28582	7.5	2871	0	0	0	0	0	0	0	0	28582	68	1	0	0	0	0	0	0	0	0	0	0	48	2871	1564	2	0	0	0	0	0	0	0	972656
4069	40700	33263	28813	80	24	12	6	117493	4401	1657.82	1372.34	23060	225.091	14.4714	255	0	255	0	255	9.5	28753	7.5	2854	0	0	0	0	0	0	0	0	28753	59	1	0	0	0	0	0	0	0	0	0	0	43	2854	1553	0	0	0	0	0	0	0	0	972890
4070	40710	33249	28888	76	21	12	6	117511	4383	1658.75	1363.92	23619	225.023	14.4163	255	0	255	0	255	9.5	28839	7.5	2852	0	0	0	0	0	0	0	0	28839	48	1	0	0	0	0	0	0	0	0	0	0	40	2852	1469	0	0	0	0	0	0	0	0	973109
4071	40720	33216	28847	77	23	12	6	117542	4395	1661.94	1364.12	25748	225.003	14.3478	255	0	255	0	255	9.5	28784	7.5	2875	0	0	0	0	0	0	0	0	28784	63	0	0	0	0	0	0	0	0	0	0	0	41	2875	1453	0	0	0	0	0	0	0	0	973343
4072	40730	33101	28781	75	24	12	6	117567	4390	1676.34	1382.28	18937	225.041	14.3704	255	0	255	0	255	9.5	28716	7.5	2858	0	0	0	0	0	0	0	0	28716	65	0	0	0	0	0	0	0	0	0	0	0	39	2858	1423	0	0	0	0	0	0	0	0	973578
4073	40740	33289	28929	76	20	12	6	117598	4404	1687.78	1404.54	23710	225.077	14.4713	255	0	255	0	255	9.5	28855	7.5	2917	0	0	0	0	0	0	0	0	28855	74	0	0	0	0	0	0	0	0	0	0	0	28	2917	1414	1	0	0	0	0	0	0	0	973796
4074	40750	33269	28836	75	21	12	6	117618	4396	1682.56	1408.82	34465	224.911	14.4201	255	0	255	0	255	9.5	28765	7.5	2979	0	0	0	0	0	0	0	0	28765	71	0	0	0	0	0	0	0	0	0	0	0	35	2979	1416	3	0	0	0	0	0	0	0	974031
4075	40760	33292	28797	79	22	12	6	117645	4392	1673.23	1404.32	24090	224.817	14.3353	255	0	255	0	255	9.5	28745	7.5	3025	0	0	0	0	0	0	0	0	28745	52	0	0	0	0	0	0	0	0	0	0	0	33	3025	1436	1	0	0	0	0	0	0	0	974265
4076	40770	33301	28646	75	22	12	6	117672	4387	1682.65	1426.29	23334	224.878	14.3284	255	0	255	0	255	9.5	28593	7.5	3127	0	0	0	0	0	0	0	0	28593	53	0	0	0	0	0	0	0	0	0	0	0	38	3127	1489	1	0	0	0	0	0	0	0	974484
4077	40780	33324	28365	73	22	12	6	117696	4380	1681.85	1459.67	27239	224.893	14.4174	255	0	255	0	255	9.5	28319	7.5	3270	0	0	0	0	0	0	0	0	28319	46	0	0	0	0	0	0	0	0	0	0	0	49	3270	1640	0	0	0	0	0	0	0	0	974718
4078	40790	33045	27857	70	19	12	6	117719	4381	1676.31	1526.65	35270	224.764	14.3965	255	0	255	0	255	9.5	27823	7.5	3391	0	0	0	0	0	0	0	0	27823	34	0	0	0	0	0	0	0	0	0	0	0	53	3391	1743	1	0	0	0	0	0	0	0	974953
4079	40800	32801	27367	70	22	12	6	117745	4387	1652.66	1561.03	34973	224.505	14.3382	255	0	255	0	255	9.5	27330	7.5	3465	0	0	0	0	0	0	0	0	27330	37	0	0	0	0	0	0	0	0	0	0	0	61	3465	1908	0	0	0	0	0	0	0	0	975187
4080	40810	32581	26969	70	25	11	6	117771	4382	1653.84	1629.55	36460	224.481	14.2987	255	0	255	0	255	9.5	26921	7.5	3531	0	0	0	0	0	0	0	0	26921	48	0	0	0	0	0	0	0	0	0	0	0	52	3531	2029	0	0	0	0	0	0	0	0	975421
4081	40820	32513	26629	72	23	12	6	117804	4390	1637.93	1682.11	43379	224.337	14.2654	255	0	255	0	255	9.5	26589	7.5	3652	0	0	0	0	0	0	0	0	26589	40	0	0	0	0	0	0	0	0	0	0	0	50	3652	2181	1	0	0	0	0	0	0	0	975640
4082	40830	31979	25815	69	20	12	6	117831	4385	1634.31	1708.1	44669	224.42	14.2874	255	0	255	0	255	9.5	25778	7.5	3749	0	0	0	0	0	0	0	0	25778	37	0	0	0	0	0	0	0	0	0	0	0	40	3749	2373	2	0	0	0	0	0	0	0	975875
4083	40840	31970	25720	70	23	12	6	117867	4389	1626.04	1746.27	50413	224.446	14.3466	255	0	255	0	255	9.5	25685	7.5	3730	0	0	0	0	0	0	0	0	25685	35	0	0	0	0	0	0	0	0	0	0	0	29	3730	2491	0	0	0	0	0	0	0	0	976093
4084	40850	32100	25759	69	21	12	6	117893	4390	1606.73	1726.4	51076	224.246	14.2703	255	0	255	0	255	9.5	25721	7.5	3623	0	0	0	0	0	0	0	0	25721	38	0	0	0	0	0	0	0	0	0	0	0	28	3623	2690	0	0	0	0	0	0	0	0	976328
4085	40860	32252	25882	69	20	12	6	117913	4395	1611.73	1774.22	48904	224.272	14.1725	255	0	255	0	255	9.5	25843	7.5	3517	0	0	0	0	0	0	0	0	25843	39	0	0	0	0	0	0	0	0	0	0	0	28	3517	2825	0	0	0	0	0	0	0	0	976562
4086	40870	32217	25901	71	21	12	6	117943	4392	1633.58	1790.78	43063	224.444	14.2188	255	0	255	0	255	9.5	25857	7.5	3408	0	0	0	0	0	0	0	0	25857	44	0	0	0	0	0	0	0	0	0	0	0	23	3408	2885	0	0	0	0	0	0	0	0	976781
4087	40880	32117	25960	69	19	12	6	117972	4392	1669.4	1863.01	45163	224.528	14.2638	255	0	255	0	255	9.5	25917	7.5	3245	0	0	0	0	0	0	0	0	25917	43	0	0	0	0	0	0	0	0	0	0	0	23	3245	2887	2	0	0	0	0	0	0	0	977015
4088	40890	32244	26016	63	17	12	6	117990	4392	1697.95	1921.74	47044	224.648	14.3826	255	0	255	0	255	9.5	25977	7.5	3319	0	0	0	0	0	0	0	0	25977	39	0	0	0	0	0	0	0	0	0	0	0	18	3319	2890	1	0	0	0	0	0	0	0	977250
4089	40900	32230	25895	65	18	12	6	118019	4385	1692.44	1917.1	41229	224.52	14.3374	255	0	255	0	255	9.5	25842	7.5	3441	0	0	0	0	0	0	0	0	25842	53	0	0	0	0	0	0	0	0	0	0	0	14	3441	2879	1	0	0	0	0	0	0	0	977531
4090	40910	32224	25700	62	16	13	6	118046	4384	1686.43	1963.11	49333	224.357	14.2683	255	0	255	0	255	9.5	25640	7.5	3571	0	0	0	0	0	0	0	0	25640	60	0	0	0	0	0	0	0	0	0	0	0	10	3571	2942	1	0	0	0	0	0	0	0	977765
4091	40920	32377	25766	66	19	14	6	118081	4397	1711.91	2037.29	51492	224.647	14.3154	255	0	255	0	255	9.5	25707	7.5	3713	0	0	0	0	0	0	0	0	25707	59	0	0	0	0	0	0	0	0	0	0	0	6	3713	2890	2	0	0	0	0	0	0	0	977984
4092	40930	32272	25720	65	16	14	6	118105	4400	1712.72	2019.77	62276	224.832	14.3475	255	0	255	0	255	9.5	25662	7.5	3821	0	0	0	0	0	0	0	0	25662	58	0	0	0	0	0	0	0	0	0	0	0	9	3821	2722	0	0	0	0	0	0	0	0	978218
4093	40940	32386	26003	67	20	14	6	118128	4401	1699.48	1951.79	68174	224.874	14.3531	255	0	255	0	255	9.5	25939	7.5	3777	0	0	0	0	0	0	0	0	25939	64	0	0	0	0	0	0	0	0	0	0	0	9	3777	2596	1	0	0	0	0	0	0	0	978437
4094	40950	32864	26587	66	19	14	6	118152	4392	1689.42	1890.65	80841	224.88	14.381	255	0	255	0	255	9.5	26524	7.5	3640	0	0	0	0	0	0	0	0	26524	63	0	0	0	0	0	0	0	0	0	0	0	8	3640	2628	1	0	0	0	0	0	0	0	978671
4095	40960	32836	26883	71	20	14	6	118179	4391	1707.3	1824.29	57971	225.035	14.3189	255	0	255	0	255	9.5	26826	7.5	3350	0	0	0	0	0	0	0	0	26826	57	0	0	0	0	0	0	0	0	0	0	0	6	3350	2596	1	0	0	0	0	0	0	0	978890
4096	40970	32858	27054	67	19	13	6	118202	4390	1724.75	1807.42	55331	225.164	14.4005	255	0	255	0	255	9.5	26994	7.5	3128	0	0	0	0	0	0	0	0	26994	60	0	0	0	0	0	0	0	0	0	0	0	7	3128	2667	2	0	0	0	0	0	0	0	979125
4097	40980	32958	27348	71	20	13	6	118227	4391	1724.9	1747.91	36989	225.189	14.4103	255	0	255	0	255	9.5	27293	7.5	2837	0	0	0	0	0	0	0	0	27293	55	0	0	0	0	0	0	0	0	0	0	0	3	2837	2768	2	0	0	0	0	0	0	0	979359
4098	40990	33104	27576	71	21	12	6	118248	4393	1727.5	1727.21	54951	225.222	14.4319	255	0	255	0	255	9.5	27518	8.5	2966	0	0	0	0	0	0	0	0	27518	58	0	0	0	0	0	0	0	0	0	0	0	4	2554	2966	4	0	0	0	0	0	0	0	979578
4099	41000	32834	27377	69	20	12	6	118277	4394	1724.18	1606.53	33734	225.304	14.4368	255	0	255	0	255	9.5	27318	8.5	3064	0	0	0	0	0	0	0	0	27318	59	0	0	0	0	0	0	0	0	0	0	0	4	2388	3064	1	0	0	0	0	0	0	0	979812
4100	41010	33033	27490	67	19	12	6	118307	4403	1711.3	1578.29	33927	225.256	14.459	255	0	255	0	255	9.5	27415	8.5	3190	0	0	0	0	0	0	0	0	27415	75	0	0	0	0	0	0	0	0	0	0	0	3	2349	3190	1	0	0	0	0	0	0	0	980031
4101	41020	32963	27441	68	23	12	6	118334	4400	1713.31	1545.52	33919	225.409	14.5036	255	0	255	0	255	9.5	27387	8.5	3284	0	0	0	0	0	0	0	0	27387	54	0	0	0	0	0	0	0	0	0	0	0	7	2231	3284	0	0	0	0	0	0	0	0	980265
4102	41030	32593	26950	69	24	12	6	118362	4401	1692.74	1518.52	32926	225.313	14.466	255	0	255	0	255	9.5	26900	8.5	3443	0	0	0	0	0	0	0	0	26900	50	0	0	0	0	0	0	0	0	0	0	0	7	2193	3443	0	0	0	0	0	0	0	0	980484
